lon,lat,lan,continent,country,city,total_user,total_click,total_book
-73.9354,40.7398,en,North America,United States,Sunnyside,3,3,3
-73.9354,40.7398,tw,North America,United States,Sunnyside,1,1,1
-73.9354,40.8501,en,North America,United States,Washington Heights,1,1,1
-73.9349,40.6212,en,North America,United States,Flatlands,1,1,1
-73.9331,41.7242,jp,North America,United States,Poughkeepsie,1,1,1
-73.9328,41.7457,en,North America,United States,Hyde Park,1,1,1
-73.9304,40.6537,en,North America,United States,East Flatbush,1,1,1
-73.9301,40.772,tw,North America,United States,Astoria,1,2,2
-73.9268,40.8657,en,North America,United States,Inwood,1,2,2
-73.9229,40.809,tw,North America,United States,Mott Haven,1,1,1
-73.9213,40.8721,en,North America,United States,New York,2,5,4
-73.921,41.7004,en,North America,United States,Poughkeepsie,4,5,5
-73.9201,40.6609,en,North America,United States,Brownsville,2,3,2
-73.9187,40.6943,en,North America,United States,Bushwick,5,6,6
-73.9133,41.0113,en,North America,United States,Palisades,3,3,3
-73.9133,41.0113,tw,North America,United States,Palisades,1,1,1
-73.9104,40.8246,en,North America,United States,Melrose,2,4,2
-73.9096,40.8015,jp,North America,United States,Port Morris,1,1,1
-73.9093,42.0584,en,North America,United States,Tivoli,1,1,1
-73.9066,42.0208,en,North America,United States,Annandale-on-Hudson,1,2,2
-73.9066,42.0208,jp,North America,United States,Annandale-on-Hudson,1,1,1
-73.9051,40.8787,tw,North America,United States,Kings Bridge,1,1,1
-73.9036,40.7413,en,North America,United States,Flushing,7,7,7
-73.9036,40.7413,jp,North America,United States,Flushing,1,2,1
-73.9036,40.7413,tw,North America,United States,Flushing,3,5,3
-73.9007,41.5965,en,North America,United States,Hughsonville,1,1,1
-73.8988,40.9312,en,North America,United States,Yonkers,2,2,2
-73.8985,40.8593,en,North America,United States,Fordham,4,4,4
-73.8985,40.8593,jp,North America,United States,Fordham,1,1,1
-73.8975,41.6861,en,North America,United States,Poughkeepsie,1,2,1
-73.8913,40.6771,jp,North America,United States,Cypress Hills,1,1,1
-73.8861,40.8615,en,North America,United States,The Bronx,2,2,2
-73.884,40.8126,jp,North America,United States,Hunts Point,1,1,1
-73.8799,42.2323,en,North America,United States,Catskill,1,2,2
-73.8795,42.2329,en,North America,United States,Catskill,1,1,1
-73.8779,40.7365,tw,North America,United States,Elmhurst,1,1,1
-73.8779,45.3151,en,North America,Canada,Beauharnois,27,1093,1072
-73.8779,45.3151,jp,North America,Canada,Beauharnois,9,667,659
-73.8779,45.3151,tw,North America,Canada,Beauharnois,32,307,243
-73.8654,41.931,en,North America,United States,Rhinebeck,4,5,4
-73.8654,41.931,jp,North America,United States,Rhinebeck,1,1,1
-73.8501,40.7162,tw,North America,United States,Forest Hills,1,2,1
-73.846,40.7876,tw,North America,United States,College Point,1,3,2
-73.8331,40.6967,en,North America,United States,Queens,3,3,3
-73.8331,40.6967,jp,North America,United States,Queens,1,1,1
-73.8313,40.6998,en,North America,United States,Richmond Hill,2,2,2
-73.8234,40.73,tw,North America,United States,Kew Gardens Hills,2,4,4
-73.8234,42.7386,tw,North America,United States,Albany,1,2,1
-73.8213,40.7493,en,North America,United States,Flushing,6,8,8
-73.8213,40.7493,jp,North America,United States,Flushing,2,3,2
-73.8213,40.7493,tw,North America,United States,Flushing,10,28,25
-73.8201,41.0551,tw,North America,United States,Elmsford,1,2,1
-73.8199,40.9931,en,North America,United States,Greenville,2,2,2
-73.8185,40.7946,en,North America,United States,Whitestone,2,3,2
-73.8185,40.7946,tw,North America,United States,Whitestone,1,1,1
-73.7985,42.532,en,North America,United States,Selkirk,1,1,1
-73.796,41.1073,en,North America,United States,Hawthorne,1,1,1
-73.7949,40.7282,en,North America,United States,Flushing,1,5,5
-73.7949,40.7282,tw,North America,United States,Flushing,1,6,5
-73.7875,40.7284,en,North America,United States,Queens Village,2,4,3
-73.7875,40.7284,tw,North America,United States,Queens Village,3,4,4
-73.7868,40.7079,en,North America,United States,Hillside,1,1,1
-73.7856,42.664,en,North America,United States,Albany (Pine Hills),1,1,1
-73.7853,43.0971,en,North America,United States,Saratoga Springs,1,1,1
-73.7846,43.0831,en,North America,United States,Saratoga Springs,2,2,2
-73.7771,40.7684,jp,North America,United States,Bayside,1,1,1
-73.7771,40.7684,tw,North America,United States,Bayside,1,1,1
-73.7713,42.8378,en,North America,United States,Clifton Park,1,1,1
-73.7713,42.8378,jp,North America,United States,Clifton Park,1,1,1
-73.7695,45.5818,en,North America,Canada,Laval (Sainte-Rose),1,1,1
-73.7671,40.7134,en,North America,United States,Hollis,1,1,1
-73.7629,41.034,en,North America,United States,White Plains,4,7,6
-73.7629,41.034,jp,North America,United States,White Plains,2,2,2
-73.7629,41.034,tw,North America,United States,White Plains,1,1,1
-73.7606,45.4842,en,North America,Canada,Montreal (Saint-Laurent),1,1,1
-73.757,42.8495,en,North America,United States,Halfmoon,1,1,1
-73.757,42.8495,jp,North America,United States,Halfmoon,1,1,1
-73.7562,42.6526,en,North America,United States,Albany,2,4,4
-73.7552,45.5031,en,North America,Canada,Montreal (Saint-Laurent),2,2,2
-73.754,40.714,en,North America,United States,Bellaire,1,1,1
-73.7537,42.7068,en,North America,United States,Albany,2,3,3
-73.7527,42.6494,en,North America,United States,Albany (Downtown),1,1,1
-73.7511,42.6494,en,North America,United States,Albany (Downtown),1,1,1
-73.7479,42.736,en,North America,United States,Latham,1,1,1
-73.7466,40.6702,tw,North America,United States,Laurelton,1,1,1
-73.7418,40.9737,en,North America,United States,Harrison,1,1,1
-73.7409,45.4434,en,North America,Canada,Dorval,8,11,10
-73.7409,45.4434,jp,North America,Canada,Dorval,2,3,2
-73.7409,45.4434,tw,North America,Canada,Dorval,2,4,3
-73.739,40.7078,en,North America,United States,Jamaica,2,2,2
-73.739,40.7078,tw,North America,United States,Jamaica,1,1,1
-73.7335,41.3723,en,North America,United States,Mahopac,1,1,1
-73.7326,40.9487,en,North America,United States,Mamaroneck,2,3,3
-73.726,40.7207,en,North America,United States,Bellerose Terrace,1,1,1
-73.6999,40.6741,jp,North America,United States,Valley Stream,1,1,1
-73.6973,41.3395,en,North America,United States,Heritage Hills,1,2,1
-73.692,45.57,en,North America,Canada,Laval,1,2,2
-73.6918,42.7284,en,North America,United States,Troy,1,1,1
-73.6918,42.7284,jp,North America,United States,Troy,1,1,1
-73.6861,45.5111,en,North America,Canada,Montreal (Saint-Laurent),1,1,1
-73.6861,45.5111,jp,North America,Canada,Montreal (Saint-Laurent),1,1,1
-73.6801,41.4301,jp,North America,United States,Carmel Hamlet,1,1,1
-73.6801,41.4301,tw,North America,United States,Carmel Hamlet,1,1,1
-73.6763,45.4395,en,North America,Canada,Lachine,1,2,1
-73.6718,40.6548,en,North America,United States,Lynbrook,1,1,1
-73.6718,40.6548,tw,North America,United States,Lynbrook,1,1,1
-73.6568,45.5402,en,North America,Canada,Montreal (Ahuntsic-Cartierville),2,2,2
-73.6568,45.5402,tw,North America,Canada,Montreal (Ahuntsic-Cartierville),1,1,1
-73.6523,40.7199,en,North America,United States,Garden City,2,4,3
-73.6523,40.7199,jp,North America,United States,Garden City,1,2,1
-73.651,40.7998,en,North America,United States,Roslyn,1,2,1
-73.651,40.7998,tw,North America,United States,Roslyn,1,1,1
-73.6492,45.5168,en,North America,Canada,Mount Royal,1,1,1
-73.6443,42.6967,en,North America,United States,Wynantskill,1,1,1
-73.6443,42.6967,tw,North America,United States,Wynantskill,1,2,2
-73.6332,45.5189,en,North America,Canada,Mount Royal,1,1,1
-73.6266,45.5072,en,North America,Canada,Montreal,1,1,1
-73.6217,45.5676,en,North America,Canada,Saint-Michel,4,5,5
-73.6217,45.5676,jp,North America,Canada,Saint-Michel,1,1,1
-73.6217,45.5676,tw,North America,Canada,Saint-Michel,1,2,2
-73.6183,42.806,jp,North America,United States,Troy,1,1,1
-73.6152,45.5027,en,North America,Canada,Montreal (Côte-Des-Neiges—Notre-Dame-De-Grâce),1,6,1
-73.6152,45.5027,jp,North America,Canada,Montreal (Côte-Des-Neiges—Notre-Dame-De-Grâce),2,3,2
-73.6104,45.5285,en,North America,Canada,Montreal (Rosemont—La Petite-Patrie),32,48,34
-73.6104,45.5285,jp,North America,Canada,Montreal (Rosemont—La Petite-Patrie),7,7,7
-73.6104,45.5285,tw,North America,Canada,Montreal (Rosemont—La Petite-Patrie),3,7,6
-73.6027,40.7138,en,North America,United States,Hempstead,1,2,2
-73.5981,40.7308,jp,North America,United States,East Garden City,2,3,2
-73.595,45.557,jp,North America,Canada,Montreal (Villeray—Saint-Michel—Parc-Extension),1,1,1
-73.5878,45.5088,en,North America,Canada,Montreal,5,5,5
-73.5878,45.5088,jp,North America,Canada,Montreal,2,4,2
-73.5878,45.5088,tw,North America,Canada,Montreal,2,3,2
-73.5781,45.4957,en,North America,Canada,Montreal (Ville-Marie),3,4,2
-73.5781,45.4957,jp,North America,Canada,Montreal (Ville-Marie),2,2,1
-73.5749,45.5048,en,North America,Canada,Montreal (Ville-Marie),6,8,7
-73.5723,45.5029,en,North America,Canada,Montreal (Ville-Marie),1,1,1
-73.571,45.5041,jp,North America,Canada,Montreal (Ville-Marie),1,1,1
-73.5709,45.4977,en,North America,Canada,Montreal (Ville-Marie),1,1,1
-73.5709,45.4977,tw,North America,Canada,Montreal (Ville-Marie),1,1,1
-73.5674,45.5021,en,North America,Canada,Montreal (Ville-Marie),2,2,2
-73.5674,45.5021,jp,North America,Canada,Montreal (Ville-Marie),1,1,1
-73.5674,45.5103,jp,North America,Canada,Montreal (Ville-Marie),2,2,2
-73.5673,45.5017,en,North America,Canada,Montreal,22,32,28
-73.5673,45.5017,jp,North America,Canada,Montreal,7,10,8
-73.5673,45.5017,tw,North America,Canada,Montreal,17,44,39
-73.5659,45.3668,en,North America,Canada,Saint-Constant,1,1,1
-73.5621,40.9106,en,North America,United States,Bayville,1,1,1
-73.5621,45.5003,en,North America,Canada,Montreal (Ville-Marie),1,6,6
-73.5621,45.5003,jp,North America,Canada,Montreal (Ville-Marie),1,9,9
-73.5613,40.773,en,North America,United States,Westbury,1,1,1
-73.5613,40.773,tw,North America,United States,Westbury,1,3,1
-73.5561,45.511,en,North America,Canada,Montreal (Ville-Marie),1,2,2
-73.5524,40.7654,en,North America,United States,Westbury,1,1,1
-73.5491,52.9399,jp,North America,Canada,Quebec City,1,1,1
-73.5429,41.0581,en,North America,United States,Stamford (Ridgeway-Bulls Head),3,10,4
-73.5414,45.4667,en,North America,Canada,Montreal (Verdun),4,7,4
-73.5414,45.4667,tw,North America,Canada,Montreal (Verdun),5,8,4
-73.5387,41.0534,en,North America,United States,Stamford,3,6,5
-73.5387,41.0534,jp,North America,United States,Stamford,1,3,1
-73.5387,41.0534,tw,North America,United States,Stamford,1,1,1
-73.5278,45.5717,en,North America,Canada,Montreal,1,1,1
-73.5251,40.7684,jp,North America,United States,Hicksville,1,1,1
-73.5181,45.5312,en,North America,Canada,Longueuil,1,9,1
-73.5107,45.5369,tw,North America,Canada,Longueuil,1,1,1
-73.5044,40.76,en,North America,United States,Hicksville,5,7,5
-73.5044,40.76,jp,North America,United States,Hicksville,1,1,1
-73.5044,40.76,tw,North America,United States,Hicksville,1,3,2
-73.5042,45.492,tw,North America,Canada,Saint-Lambert,1,1,1
-73.4993,43.0901,en,North America,United States,Greenwich,1,1,1
-73.4658,45.4501,en,North America,Canada,Brossard,1,14,1
-73.454,41.3948,en,North America,United States,Danbury,3,4,3
-73.454,41.3948,jp,North America,United States,Danbury,1,1,1
-73.4332,40.8917,tw,North America,United States,Huntington,2,4,2
-73.4197,41.0928,en,North America,United States,Norwalk,1,1,1
-73.4082,41.1177,en,North America,United States,Norwalk,2,2,2
-73.4082,41.1177,jp,North America,United States,Norwalk,1,1,1
-73.4082,41.1177,tw,North America,United States,Norwalk,1,1,1
-73.4065,45.4983,en,North America,Canada,Longueuil (Saint-Hubert),1,15,1
-73.3944,41.5908,en,North America,United States,New Milford,2,2,2
-73.3673,40.7107,en,North America,United States,North Lindenhurst,1,1,1
-73.3657,40.8692,en,North America,United States,Greenlawn,38,39,37
-73.3657,40.8692,jp,North America,United States,Greenlawn,7,7,6
-73.3657,40.8692,tw,North America,United States,Greenlawn,140,253,252
-73.3362,40.8048,jp,North America,United States,Dix Hills,1,1,1
-73.3036,41.4141,en,North America,United States,Newtown,2,11,9
-73.3036,41.4141,jp,North America,United States,Newtown,4,6,4
-73.2574,41.1588,en,North America,United States,Fairfield,3,6,5
-73.2574,41.1588,jp,North America,United States,Fairfield,1,1,1
-73.2474,-39.8157,en,South America,Chile,Valdivia,4,4,4
-73.2474,-39.8157,jp,South America,Chile,Valdivia,1,2,1
-73.2461,42.3044,en,North America,United States,Lee,4,4,4
-73.2121,44.4747,en,North America,United States,Burlington (South End),3,8,3
-73.2121,44.4759,en,North America,United States,Burlington,4,4,4
-73.2121,44.4759,tw,North America,United States,Burlington,1,2,1
-73.2104,40.7298,en,North America,United States,Islip,1,2,1
-73.2104,40.7298,jp,North America,United States,Islip,1,1,1
-73.2031,42.7127,en,North America,United States,Williamstown,1,1,1
-73.2031,42.7127,tw,North America,United States,Williamstown,1,1,1
-73.2018,40.7906,jp,North America,United States,Central Islip,1,1,1
-73.198,44.4696,en,North America,United States,Burlington (South End),8,14,3
-73.1894,41.1792,en,North America,United States,Bridgeport,1,1,1
-73.1894,41.1792,jp,North America,United States,Bridgeport,1,2,2
-73.1768,44.01,en,North America,United States,Middlebury (village),2,3,2
-73.1409,40.9257,en,North America,United States,Stony Brook,1,1,1
-73.1409,40.9257,jp,North America,United States,Stony Brook,1,1,1
-73.1228,40.9134,en,North America,United States,Stony Brook,1,1,1
-73.111,44.4906,en,North America,United States,Essex Junction,1,1,1
-73.1087,42.7009,en,North America,United States,North Adams,2,2,2
-73.1087,42.7009,tw,North America,United States,North Adams,1,1,1
-73.064,41.2307,en,North America,United States,Milford,1,1,1
-73.0603,-36.8044,en,South America,Chile,Concepción,2,3,2
-73.0603,-36.8044,jp,South America,Chile,Concepción,1,1,1
-73.0515,41.5582,en,North America,United States,Waterbury,1,1,1
-73.0515,41.5582,jp,North America,United States,Waterbury,1,1,1
-73.0452,41.5556,en,North America,United States,Waterbury,1,1,1
-73.0342,-36.8295,en,South America,Chile,Concepción,1,1,1
-73.0284,-36.9256,en,South America,Chile,Chiguayante,1,1,1
-73.0084,41.3526,jp,North America,United States,Woodbridge,1,1,1
-73.0015,40.8687,tw,North America,United States,Coram,1,1,1
-72.9868,41.6023,en,North America,United States,Wolcott,1,1,1
-72.9774,43.4717,en,North America,United States,Wallingford,1,4,1
-72.9282,41.3082,en,North America,United States,New Haven,33,59,50
-72.9282,41.3082,jp,North America,United States,New Haven,9,15,11
-72.9282,41.3082,tw,North America,United States,New Haven,3,3,3
-72.9275,41.3124,en,North America,United States,New Haven (Downtown),1,2,2
-72.9275,41.3124,jp,North America,United States,New Haven (Downtown),1,1,1
-72.9223,41.3163,en,North America,United States,New Haven,6,6,6
-72.9223,41.3163,jp,North America,United States,New Haven,1,1,1
-72.9223,41.3163,tw,North America,United States,New Haven,1,1,1
-72.9106,41.5084,en,North America,United States,Cheshire,1,1,1
-72.9026,41.3839,en,North America,United States,Hamden,5,11,11
-72.9026,41.3839,jp,North America,United States,Hamden,2,2,2
-72.9026,41.3839,tw,North America,United States,Hamden,2,2,2
-72.8918,41.8343,en,North America,United States,Canton Valley,1,1,1
-72.8684,41.2762,en,North America,United States,East Haven,1,1,1
-72.8141,41.2799,en,North America,United States,Branford,1,1,1
-72.7795,41.6612,en,North America,United States,New Britain,1,1,1
-72.7795,41.6612,tw,North America,United States,New Britain,1,1,1
-72.7632,41.495,en,North America,United States,Wallingford,2,3,3
-72.7457,41.6215,en,North America,United States,Berlin,3,4,4
-72.7457,41.6215,jp,North America,United States,Berlin,3,3,3
-72.7457,41.6215,tw,North America,United States,Berlin,1,1,1
-72.7301,41.8265,jp,North America,United States,Bloomfield,1,1,1
-72.7228,45.4,tw,North America,Canada,Granby,1,1,1
-72.7017,41.7719,en,North America,United States,Hartford (Asylum Hill),1,1,1
-72.7017,41.7719,jp,North America,United States,Hartford (Asylum Hill),1,1,1
-72.6928,41.7486,en,North America,United States,Hartford (Behind the Rocks),2,3,2
-72.6928,41.7486,jp,North America,United States,Hartford (Behind the Rocks),1,1,1
-72.6851,41.7637,en,North America,United States,Hartford,1,1,1
-72.6804,44.6356,en,North America,United States,Johnson,1,1,1
-72.662,40.917,en,North America,United States,Riverhead (North Fork),1,1,1
-72.659,44.1383,en,North America,United States,Northfield,2,4,2
-72.6573,41.5533,en,North America,United States,Middletown,1,4,2
-72.6573,41.5533,jp,North America,United States,Middletown,1,1,1
-72.6507,41.5623,en,North America,United States,Middletown,1,1,1
-72.6412,42.3251,en,North America,United States,Northampton,4,17,12
-72.6412,42.3251,jp,North America,United States,Northampton,2,4,4
-72.6412,42.3251,tw,North America,United States,Northampton,2,3,2
-72.6348,42.4398,en,North America,United States,Whately,1,1,1
-72.623,46.3418,en,North America,Canada,Trois-Rivières (Trois-Rivières-Ouest),2,5,5
-72.6079,42.1487,en,North America,United States,Chicopee,1,1,1
-72.5978,42.5878,en,North America,United States,Greenfield,2,3,2
-72.5965,-38.7674,tw,South America,Chile,Padre Las Casas,1,1,1
-72.5898,42.1015,en,North America,United States,Springfield,1,1,1
-72.5821,43.8302,en,North America,United States,Royalton (South Royalton),1,1,1
-72.5766,42.2538,en,North America,United States,South Hadley,2,2,2
-72.5737,42.1754,en,North America,United States,Chicopee,4,5,5
-72.5737,42.1754,jp,North America,United States,Chicopee,1,2,1
-72.5681,45.6498,en,North America,Canada,Acton Vale,1,1,1
-72.5651,41.3743,en,North America,United States,Killingworth,4,4,4
-72.5464,46.346,en,North America,Canada,Trois-Rivières,2,2,2
-72.5351,42.5356,jp,North America,United States,Montague,1,1,1
-72.5309,42.4104,en,North America,United States,North Amherst,1,1,1
-72.5192,42.3754,en,North America,United States,Amherst Center,2,3,2
-72.5192,42.3754,jp,North America,United States,Amherst Center,2,3,2
-72.5185,42.3672,en,North America,United States,Amherst,2,4,3
-72.5126,42.0645,en,North America,United States,East Longmeadow,1,1,1
-72.5105,42.9773,en,North America,United States,Putney,1,4,2
-72.5105,42.9773,jp,North America,United States,Putney,1,1,1
-72.4359,41.6911,tw,North America,United States,Hebron,1,1,1
-72.4315,42.1237,en,North America,United States,Wilbraham,1,2,2
-72.2895,43.7023,en,North America,United States,Hanover,5,5,5
-72.2895,43.7023,jp,North America,United States,Hanover,1,1,1
-72.2873,43.7004,en,North America,United States,Hanover,1,1,1
-72.2518,43.6423,jp,North America,United States,Lebanon,1,1,1
-72.2495,41.8084,en,North America,United States,Storrs,1,1,1
-72.2495,41.8084,jp,North America,United States,Storrs,1,1,1
-72.1216,41.8731,en,North America,United States,Ashford,4,5,5
-72.1216,41.8731,jp,North America,United States,Ashford,1,2,1
-72.1216,41.8731,tw,North America,United States,Ashford,3,17,10
-72.0867,-16.4956,en,South America,Peru,Santa Rita de Siguas,1,1,1
-72.0759,41.5243,en,North America,United States,Norwich,1,1,1
-72.0117,43.6476,en,North America,United States,Canaan,1,1,1
-71.8991,45.4001,tw,North America,Canada,Sherbrooke,1,1,1
-71.8929,45.4042,en,North America,Canada,Sherbrooke,2,2,2
-71.8691,42.1498,en,North America,United States,Oxford (North Oxford),1,1,1
-71.8438,42.2681,jp,North America,United States,Worcester (Tatnuck),1,1,1
-71.8242,42.2495,en,North America,United States,Worcester (Main South),1,3,1
-71.8106,42.2742,en,North America,United States,Worcester,1,7,2
-71.803,42.2626,en,North America,United States,Worcester (Central Business District),1,1,1
-71.8023,42.2626,en,North America,United States,Worcester,2,2,1
-71.8023,42.5834,en,North America,United States,Fitchburg,1,1,1
-71.8009,42.2631,en,North America,United States,Worcester (Central Business District),1,2,1
-71.7978,42.3142,en,North America,United States,Worcester,3,4,3
-71.7978,42.3142,jp,North America,United States,Worcester,1,2,2
-71.7598,42.5251,tw,North America,United States,Leominster,1,1,1
-71.714,43.222,en,North America,United States,Hopkinton (Town of Boscawen),1,1,1
-71.6554,-35.4264,en,South America,Chile,Talca,1,1,1
-71.5376,43.2081,en,North America,United States,Concord,3,4,4
-71.533,41.9258,en,North America,United States,Smithfield,1,1,1
-71.4798,42.8442,en,North America,United States,Litchfield,1,1,1
-71.4662,41.8501,jp,North America,United States,North Providence,1,1,1
-71.4597,43.5048,en,North America,United States,Belmont,1,2,2
-71.4597,43.5048,jp,North America,United States,Belmont,1,1,1
-71.4425,-33.0475,en,South America,Chile,Quilpué,1,1,1
-71.4425,41.737,en,North America,United States,Warwick,1,1,1
-71.4407,44.2577,en,North America,United States,Carroll (Town of Carroll),1,1,1
-71.4407,44.2577,tw,North America,United States,Carroll (Town of Carroll),1,4,3
-71.4162,42.2793,en,North America,United States,Framingham,1,1,1
-71.4128,41.82,en,North America,United States,Providence (Downtown Providence),1,1,1
-71.4128,41.824,en,North America,United States,Providence,15,43,36
-71.4128,41.824,jp,North America,United States,Providence,3,4,4
-71.4128,41.824,tw,North America,United States,Providence,3,28,25
-71.3996,41.8269,en,North America,United States,Providence (College Hill),4,5,4
-71.3996,41.8269,jp,North America,United States,Providence (College Hill),1,1,1
-71.3673,42.5998,en,North America,United States,Chelmsford,1,1,1
-71.3673,42.5998,jp,North America,United States,Chelmsford,1,1,1
-71.3615,42.3626,en,North America,United States,Wayland,1,3,3
-71.3519,46.7939,en,North America,Canada,L'Ancienne-Lorette,2,2,2
-71.3495,42.2834,en,North America,United States,Natick,1,2,1
-71.312,42.8918,jp,North America,United States,Derry Village,1,1,1
-71.3093,42.6455,en,North America,United States,Lowell (Downtown),1,1,1
-71.3082,-41.1456,en,South America,Argentina,Bariloche,1,1,1
-71.2578,42.3678,en,North America,United States,Waltham (Brandeis),1,4,1
-71.2576,42.3899,en,North America,United States,Waltham,1,1,1
-71.2484,46.7905,en,North America,Canada,Québec,1,3,1
-71.2378,42.2809,en,North America,United States,Needham,6,10,7
-71.2378,42.2809,jp,North America,United States,Needham,3,5,3
-71.2378,42.2809,tw,North America,United States,Needham,2,3,3
-71.2245,42.4473,tw,North America,United States,Lexington,1,4,2
-71.2145,46.8123,en,North America,Canada,Québec,5,5,5
-71.2145,46.8123,jp,North America,Canada,Québec,1,1,1
-71.2145,46.8123,tw,North America,Canada,Québec,1,2,2
-71.208,46.8139,en,North America,Canada,Québec,4,5,4
-71.208,46.8139,jp,North America,Canada,Québec,1,1,1
-71.199,42.1944,en,North America,United States,Norwood,1,1,1
-71.187,42.9287,en,North America,United States,Sandown,1,2,1
-71.184,41.9664,jp,North America,United States,Norton (Norton Center),1,1,1
-71.1787,42.3959,en,North America,United States,Belmont,2,3,2
-71.1745,42.4911,en,North America,United States,Burlington,1,8,1
-71.1631,42.707,en,North America,United States,Lawrence,1,1,1
-71.1631,42.707,jp,North America,United States,Lawrence,1,1,1
-71.1627,42.2798,tw,North America,United States,Boston (West Roxbury),1,1,1
-71.1622,-34.8705,en,South America,Chile,Teno,1,2,2
-71.1565,42.4154,en,North America,United States,Arlington,2,7,4
-71.1565,42.4154,tw,North America,United States,Arlington,1,2,1
-71.1564,42.4154,en,North America,United States,Arlington,1,1,1
-71.1523,42.4793,en,North America,United States,Woburn,1,1,1
-71.1455,42.3473,en,North America,United States,Boston (Brighton),1,1,1
-71.137,42.4523,en,North America,United States,Winchester,1,1,1
-71.137,42.4523,tw,North America,United States,Winchester,1,1,1
-71.1253,42.4013,en,North America,United States,Somerville (Teele Square),1,1,1
-71.1212,42.3318,en,North America,United States,Brookline,1,1,1
-71.1212,42.3318,jp,North America,United States,Brookline,1,2,1
-71.1153,42.3596,en,North America,United States,Cambridge (Cambridgeport),5,6,5
-71.1153,42.3596,tw,North America,United States,Cambridge (Cambridgeport),3,6,5
-71.1137,42.2369,en,North America,United States,Milton,1,1,1
-71.1117,42.35,en,North America,United States,Brookline Village,2,2,2
-71.1097,42.3736,en,North America,United States,Cambridge,51,107,86
-71.1097,42.3736,jp,North America,United States,Cambridge,17,30,23
-71.1097,42.3736,tw,North America,United States,Cambridge,12,46,38
-71.1084,42.3398,en,North America,United States,Boston (Medical Center Area),1,3,3
-71.1062,42.4184,en,North America,United States,Medford,2,3,3
-71.1062,42.4184,jp,North America,United States,Medford,1,2,2
-71.1056,42.3751,en,North America,United States,Cambridge,7,14,14
-71.1056,42.3751,jp,North America,United States,Cambridge,3,3,3
-71.1056,42.3751,tw,North America,United States,Cambridge,2,4,4
-71.1054,42.3505,en,North America,United States,Boston (Fenway–Kenmore),3,4,3
-71.1054,42.3505,jp,North America,United States,Boston (Fenway–Kenmore),1,1,1
-71.1054,42.3505,tw,North America,United States,Boston (Fenway–Kenmore),1,1,1
-71.1042,42.349,en,North America,United States,Boston (Fenway/Kenmore),1,1,1
-71.0995,42.3876,en,North America,United States,Somerville,2,2,2
-71.0931,42.3592,en,North America,United States,Cambridge (Area 2/MIT),2,2,2
-71.0914,42.3152,en,North America,United States,Boston (Dorchester Center),3,3,3
-71.0882,42.3393,en,North America,United States,Boston (Fenway/Kenmore),2,2,2
-71.0882,42.3393,jp,North America,United States,Boston (Fenway/Kenmore),1,1,1
-71.0882,42.3393,tw,North America,United States,Boston (Fenway/Kenmore),1,2,2
-71.0799,42.3765,tw,North America,United States,Somerville (Inner Belt),1,1,1
-71.0697,42.3624,en,North America,United States,Boston (West End),1,2,1
-71.0662,42.4251,en,North America,United States,Malden,2,3,2
-71.0602,42.3515,en,North America,United States,Boston,5,7,5
-71.0602,42.3515,jp,North America,United States,Boston,1,1,1
-71.0602,42.3515,tw,North America,United States,Boston,1,2,1
-71.0598,42.3584,en,North America,United States,Boston,2,4,2
-71.0598,42.3584,tw,North America,United States,Boston,3,4,3
-71.0595,42.3545,en,North America,United States,Boston (Downtown),1,3,2
-71.0589,42.3601,en,North America,United States,Boston,40,67,53
-71.0589,42.3601,jp,North America,United States,Boston,9,11,9
-71.0589,42.3601,tw,North America,United States,Boston,12,24,18
-71.0542,42.3545,en,North America,United States,Boston (Downtown),25,53,41
-71.0542,42.3545,jp,North America,United States,Boston (Downtown),10,17,15
-71.0542,42.3545,tw,North America,United States,Boston (Downtown),13,23,21
-71.0377,42.3147,en,North America,United States,Boston (Town of Canton),1,1,1
-71.0328,42.3918,en,North America,United States,Chelsea,1,1,1
-71.0276,42.232,jp,North America,United States,Quincy,1,1,1
-71.0046,41.6282,jp,North America,United States,Russells Mills (North Dartmouth),1,2,1
-71.0023,42.2529,en,North America,United States,Quincy,1,2,1
-70.973,43.326,en,North America,United States,Rochester,1,2,2
-70.973,43.326,jp,North America,United States,Rochester,1,1,1
-70.953,42.7503,en,North America,United States,Georgetown (Byfield),2,5,4
-70.953,42.7503,jp,North America,United States,Georgetown (Byfield),1,1,1
-70.9495,42.4668,en,North America,United States,Lynn,1,1,1
-70.9495,42.4668,jp,North America,United States,Lynn,1,1,1
-70.924,43.1693,en,North America,United States,Madbury,1,1,1
-70.8967,42.5195,en,North America,United States,Salem,1,1,1
-70.8967,42.5195,jp,North America,United States,Salem,1,1,1
-70.8537,42.5534,en,North America,United States,Beverly Cove,2,2,2
-70.7979,-33.5072,en,South America,Chile,Maipú,1,1,1
-70.7411,-33.808,jp,South America,Chile,Paine,1,1,1
-70.7255,-33.4443,en,South America,Chile,Lo Prado,2,2,2
-70.6693,-33.4489,tw,South America,Chile,Santiago,1,1,1
-70.6533,-33.2838,en,South America,Chile,Chicureo Abajo,1,1,1
-70.6483,-33.4569,en,South America,Chile,Santiago,6,8,6
-70.6455,-33.4411,jp,South America,Chile,Santiago,1,1,1
-70.6455,-33.4411,tw,South America,Chile,Santiago,2,6,6
-70.6342,-33.5833,en,South America,Chile,La Pintana,1,1,1
-70.6324,-33.437,en,South America,Chile,Providencia,6,9,6
