lon,lat,lan,continent,country,city,total_user,total_click,total_book
-159.53,21.9286,en,North America,United States,Kalāheo,1,3,3
-158.082,21.3337,en,North America,United States,Kapolei,2,3,3
-158.082,21.3337,jp,North America,United States,Kapolei,1,6,1
-158.082,21.3337,tw,North America,United States,Kapolei,1,2,2
-158.025,21.5028,en,North America,United States,Wahiawā,1,1,1
-158.015,21.4513,en,North America,United States,Mililani Town,1,2,2
-158.003,21.3843,en,North America,United States,Waipahu,1,1,1
-158.003,21.3843,jp,North America,United States,Waipahu,1,1,1
-157.973,21.3972,en,North America,United States,Pearl City,2,2,2
-157.973,21.3972,jp,North America,United States,Pearl City,2,12,8
-157.923,21.6455,jp,North America,United States,Lā‘ie,1,3,3
-157.863,21.3093,jp,North America,United States,Honolulu (Downtown),1,2,1
-157.859,21.3098,en,North America,United States,Honolulu (Downtown),11,14,12
-157.859,21.3098,jp,North America,United States,Honolulu (Downtown),3,6,5
-157.859,21.3098,tw,North America,United States,Honolulu (Downtown),1,4,3
-157.858,21.3069,en,North America,United States,Honolulu,8,9,8
-157.858,21.3069,jp,North America,United States,Honolulu,2,3,2
-157.858,21.3069,tw,North America,United States,Honolulu,1,1,1
-157.856,21.3057,en,North America,United States,Honolulu (Downtown),1,1,1
-157.848,21.3136,en,North America,United States,Honolulu,2,2,2
-157.848,21.3136,jp,North America,United States,Honolulu,1,1,1
-157.848,21.3136,tw,North America,United States,Honolulu,1,1,1
-157.824,21.2878,en,North America,United States,Honolulu,3,5,5
-157.824,21.2878,tw,North America,United States,Honolulu,1,4,4
-157.817,21.2989,en,North America,United States,Honolulu (Manoa),4,5,5
-157.816,21.2998,tw,North America,United States,Honolulu (Manoa),2,2,2
-157.799,21.3999,en,North America,United States,Kaneohe,1,1,1
-157.797,21.2869,en,North America,United States,Honolulu,1,1,1
-157.797,21.3996,en,North America,United States,Kaneohe,4,6,5
-157.702,21.2962,en,North America,United States,Honolulu,2,2,2
-156.463,20.8733,en,North America,United States,Kahului,1,2,1
-155.996,19.6419,en,North America,United States,Kailua-Kona,1,1,1
-155.087,19.7241,en,North America,United States,Hilo,4,9,5
-155.087,19.7241,jp,North America,United States,Hilo,4,7,4
-155.087,19.7241,tw,North America,United States,Hilo,2,4,4
-155.085,19.7216,en,North America,United States,Hilo,2,2,2
-149.9,61.2181,en,North America,United States,Anchorage,1,1,1
-149.878,61.1972,en,North America,United States,Anchorage (North Star),1,1,1
-149.569,-17.5303,jp,Oceania,French Polynesia,Papeete (Fare 'Ute),1,1,1
-149.413,-17.772100000000002,jp,Oceania,French Polynesia,Otutara,1,1,1
-135.053,60.7175,en,North America,Canada,Whitehorse (Downtown Whitehorse),1,1,1
-134.405,58.2996,jp,North America,United States,Juneau (Downtown Juneau),1,1,1
-130.323,54.3139,en,North America,Canada,Prince Rupert,1,1,1
-124.996,49.6898,tw,North America,Canada,Courtenay,1,1,1
-124.99,49.6841,en,North America,Canada,Courtenay,2,3,2
-124.524,49.8356,en,North America,Canada,Powell River,1,3,3
-124.198,40.6952,en,North America,United States,Eureka,1,1,1
-124.083,40.8665,en,North America,United States,Arcata,1,5,4
-124.079,40.8744,en,North America,United States,Arcata,1,2,1
-123.995,49.2102,en,North America,Canada,Nanaimo,1,8,5
-123.995,49.2102,jp,North America,Canada,Nanaimo,1,3,2
-123.995,49.2102,tw,North America,Canada,Nanaimo,1,5,1
-123.94,49.1659,en,North America,Canada,Nanaimo,1,1,1
-123.759,49.4751,tw,North America,Canada,Sechelt,1,1,1
-123.723,48.3775,en,North America,Canada,Sooke,1,1,1
-123.536,48.3829,tw,North America,Canada,Metchosin,1,4,1
-123.513,49.4083,en,North America,Canada,Gibsons,1,1,1
-123.492,48.4342,tw,North America,Canada,Victoria,1,1,1
-123.42,48.491,en,North America,Canada,Victoria,1,1,1
-123.412,48.4357,en,North America,Canada,Esquimalt,3,3,3
-123.412,48.4357,jp,North America,Canada,Esquimalt,2,2,2
-123.412,48.4357,tw,North America,Canada,Esquimalt,2,4,4
-123.398,48.4766,en,North America,Canada,Victoria,1,1,1
-123.398,48.4766,tw,North America,Canada,Victoria,1,1,1
-123.37,48.4527,en,North America,Canada,Victoria,1,4,2
-123.37,48.4527,tw,North America,Canada,Victoria,1,1,1
-123.366,48.4284,en,North America,Canada,Victoria,7,12,11
-123.362,48.4265,en,North America,Canada,Victoria (Downtown),1,1,1
-123.361,48.4263,en,North America,Canada,Victoria (Downtown),2,2,2
-123.361,48.4263,tw,North America,Canada,Victoria (Downtown),1,1,1
-123.352,48.4359,en,North America,Canada,Victoria,1,1,1
-123.328,42.439,en,North America,United States,Grants Pass,1,1,1
-123.317,44.9193,jp,North America,United States,Dallas,1,2,2
-123.303,48.4496,tw,North America,Canada,Oak Bay,1,3,3
-123.275,44.5641,en,North America,United States,Corvallis,1,1,1
-123.262,44.5646,jp,North America,United States,Corvallis,1,1,1
-123.255,49.2654,en,North America,Canada,Vancouver (Ubc),26,42,32
-123.255,49.2654,jp,North America,Canada,Vancouver (Ubc),11,12,11
-123.255,49.2654,tw,North America,Canada,Vancouver (Ubc),7,14,11
-123.255,49.2656,jp,North America,Canada,Vancouver,1,2,2
-123.237,43.1699,en,North America,United States,Roseburg,1,1,1
-123.219,44.8525,en,North America,United States,Monmouth,1,1,1
-123.208,39.1502,en,North America,United States,Ukiah,5,17,15
-123.208,39.1502,jp,North America,United States,Ukiah,2,2,2
-123.208,39.1502,tw,North America,United States,Ukiah,4,8,7
-123.198,39.1457,en,North America,United States,Ukiah,1,1,1
-123.184,45.2166,jp,North America,United States,McMinnville,1,1,1
-123.169,49.2497,en,North America,Canada,Arbutus Ridge,4,5,4
-123.169,49.2497,jp,North America,Canada,Arbutus Ridge,1,1,1
-123.169,49.2497,tw,North America,Canada,Arbutus Ridge,1,2,2
-123.156,49.2628,en,North America,Canada,Vancouver (Kitsilano),13,17,14
-123.156,49.2628,jp,North America,Canada,Vancouver (Kitsilano),4,5,4
-123.156,49.2628,tw,North America,Canada,Vancouver (Kitsilano),4,7,7
-123.153,49.6988,en,North America,Canada,Squamish,1,2,2
-123.153,49.6988,jp,North America,Canada,Squamish,1,1,1
-123.141,49.1725,tw,North America,Canada,Richmond,1,1,1
-123.138,49.1632,jp,North America,Canada,Richmond,1,1,1
-123.137,49.17,en,North America,Canada,Richmond,5,7,5
-123.137,49.17,jp,North America,Canada,Richmond,3,3,3
-123.137,49.185,en,North America,Canada,Richmond,4,10,9
-123.137,49.185,jp,North America,Canada,Richmond,1,3,3
-123.137,49.185,tw,North America,Canada,Richmond,5,10,6
-123.133,49.1668,en,North America,Canada,Richmond,1,1,1
-123.133,49.1668,jp,North America,Canada,Richmond,1,1,1
-123.133,49.1668,tw,North America,Canada,Richmond,1,2,2
-123.133,49.2833,en,North America,Canada,West End,3,3,3
-123.125,49.2813,en,North America,Canada,Vancouver (Central Vancouver),5,10,8
-123.121,49.2827,en,North America,Canada,Vancouver,37,51,41
-123.121,49.2827,jp,North America,Canada,Vancouver,17,27,20
-123.121,49.2827,tw,North America,Canada,Vancouver,29,70,61
-123.12,49.287,en,North America,Canada,Vancouver (Central Vancouver),3,4,3
-123.12,49.287,jp,North America,Canada,Vancouver (Central),1,1,1
-123.12,49.287,tw,North America,Canada,Vancouver (Central Vancouver),5,38,37
-123.119,49.2497,en,North America,Canada,Vancouver,8,11,11
-123.119,49.2497,jp,North America,Canada,Vancouver,2,2,2
-123.119,49.2497,tw,North America,Canada,Vancouver,7,15,13
-123.118,49.2811,en,North America,Canada,Vancouver (Central Vancouver),2,2,2
-123.118,49.2811,tw,North America,Canada,Vancouver (Central Vancouver),2,2,2
-123.115,49.2834,jp,North America,Canada,Vancouver (Central Vancouver),1,1,1
-123.102,48.0796,en,North America,United States,Sequim,1,1,1
-123.102,49.2679,jp,North America,Canada,Vancouver (East Side),1,1,1
-123.102,49.2681,en,North America,Canada,Vancouver (South Main),6,8,6
-123.102,49.2681,jp,North America,Canada,Vancouver (South Main),1,8,3
-123.102,49.2681,tw,North America,Canada,Vancouver (South Main),3,5,4
-123.101,47.2151,en,North America,United States,Shelton,1,1,1
-123.097,49.2617,en,North America,Canada,Vancouver (East Vancouver),4,7,6
-123.097,49.2617,jp,North America,Canada,Vancouver (East Vancouver),2,2,2
-123.097,49.2617,tw,North America,Canada,Vancouver (East Vancouver),1,1,1
-123.089,49.2257,en,North America,Canada,Vancouver (Sunset),9,43,14
-123.089,49.2257,jp,North America,Canada,Vancouver (Sunset),7,10,6
-123.089,49.2257,tw,North America,Canada,Vancouver (Sunset),10,18,17
-123.087,44.0521,en,North America,United States,Eugene,13,23,17
-123.087,44.0521,jp,North America,United States,Eugene,3,4,3
-123.087,44.0521,tw,North America,United States,Eugene,2,2,2
-123.087,49.2662,en,North America,Canada,Vancouver (East Vancouver),5,6,5
-123.087,49.2662,jp,North America,Canada,Vancouver (East Vancouver),1,1,1
-123.087,49.2662,tw,North America,Canada,Vancouver (East Vancouver),3,7,6
-123.078,44.0463,en,North America,United States,Eugene,3,5,3
-123.078,44.0463,jp,North America,United States,Eugene,2,2,2
-123.074,49.0905,en,North America,Canada,Delta (Ladner),1,1,1
-123.072,49.32,en,North America,Canada,North Vancouver,2,13,9
-123.072,49.32,tw,North America,Canada,North Vancouver,1,2,2
-123.069,49.3164,en,North America,Canada,North Vancouver,2,6,3
-123.069,49.3164,jp,North America,Canada,North Vancouver,1,1,1
-123.069,49.3165,en,North America,Canada,North Vancouver,3,15,9
-123.069,49.3165,jp,North America,Canada,North Vancouver,2,8,8
-123.069,49.3165,tw,North America,Canada,North Vancouver,4,8,7
-123.065,49.2789,en,North America,Canada,Vancouver (Grandview-Woodlands),2,2,2
-123.04,49.261,en,North America,Canada,Vancouver (Renfrew-Collingwood),4,4,4
-123.035,44.9429,en,North America,United States,Salem,7,7,6
-123.035,44.9429,jp,North America,United States,Salem,1,1,1
-123.035,44.9429,tw,North America,United States,Salem,1,1,1
-123.024,49.2321,en,North America,Canada,Vancouver (Killarney),4,4,4
-123.024,49.2321,tw,North America,Canada,Vancouver (Killarney),1,1,1
-123.022,44.0462,en,North America,United States,Springfield,3,3,3
-123.022,49.233,en,North America,Canada,Burnaby (Metrotown),2,3,3
-123.01,49.2529,en,North America,Canada,Burnaby,1,1,1
-123.01,49.2529,jp,North America,Canada,Burnaby,1,1,1
-123.01,49.2529,tw,North America,Canada,Burnaby,2,3,2
-122.993,49.2257,en,North America,Canada,Burnaby (Metrotown),2,3,3
-122.993,49.2257,jp,North America,Canada,Burnaby (Metrotown),1,3,1
-122.993,49.2257,tw,North America,Canada,Burnaby (Metrotown),3,11,8
-122.993,49.2754,en,North America,Canada,Burnaby,5,7,7
-122.993,49.2754,jp,North America,Canada,Burnaby,3,6,4
-122.993,49.2754,tw,North America,Canada,Burnaby,2,3,3
-122.984,44.9279,en,North America,United States,Four Corners,1,1,1
-122.957,45.5339,en,North America,United States,Hillsboro,9,23,19
-122.957,45.5339,jp,North America,United States,Hillsboro,2,13,12
-122.957,45.5339,tw,North America,United States,Hillsboro,6,12,7
-122.953,49.2664,en,North America,Canada,Burnaby,3,3,3
-122.953,49.2664,tw,North America,Canada,Burnaby,1,3,3
-122.938,46.1382,en,North America,United States,Longview,1,1,1
-122.938,49.2603,tw,North America,Canada,Burnaby,1,1,1
-122.921,49.2139,en,North America,Canada,New Westminster,3,4,4
-122.921,49.2139,jp,North America,Canada,New Westminster,2,2,2
-122.921,49.2139,tw,North America,Canada,New Westminster,3,4,3
-122.92,49.2798,en,North America,Canada,Burnaby,2,6,4
-122.913,49.2725,en,North America,Canada,Burnaby,1,5,4
-122.912,49.2736,tw,North America,Canada,Burnaby,1,1,1
-122.911,48.6997,en,North America,United States,Eastsound,1,1,1
-122.907,49.144,tw,North America,Canada,Delta,1,1,1
-122.887,42.2856,en,North America,United States,Medford,3,6,3
-122.887,42.2856,jp,North America,United States,Medford,2,2,2
-122.871,49.1327,en,North America,Canada,Surrey (Newton),2,5,5
-122.871,49.1327,jp,North America,Canada,Surrey (Newton),1,2,2
-122.868,49.1335,en,North America,Canada,Surrey (Newton),5,7,7
-122.868,49.1335,tw,North America,Canada,Surrey (Newton),3,6,4
-122.868,49.2602,en,North America,Canada,Coquitlam,2,2,2
-122.853,49.3164,jp,North America,Canada,Anmore,1,1,1
-122.849,49.1913,en,North America,Canada,Surrey,2,2,2
-122.849,49.1913,jp,North America,Canada,Surrey,1,1,1
-122.849,49.1913,tw,North America,Canada,Surrey,1,1,1
-122.843,49.1933,en,North America,Canada,Surrey (Whalley),2,2,2
-122.843,49.1933,jp,North America,Canada,Surrey (Whalley),1,1,1
-122.825,49.1063,jp,North America,Canada,Surrey,1,3,2
-122.825,49.1063,tw,North America,Canada,Surrey,1,1,1
-122.825,49.2812,en,North America,Canada,Port Moody,1,1,1
-122.823,47.0343,en,North America,United States,Lacey,1,1,1
-122.813,49.031,en,North America,Canada,Surrey,7,16,14
-122.813,49.031,jp,North America,Canada,Surrey,2,2,2
-122.813,49.031,tw,North America,Canada,Surrey,5,7,7
-122.801,45.4889,en,North America,United States,Beaverton,4,4,4
-122.801,45.4889,jp,North America,United States,Beaverton,1,1,1
-122.796,45.3748,tw,North America,United States,Tualatin (Sherwood - Tualatin South),1,1,1
-122.794,44.7985,en,North America,United States,Stayton,1,1,1
-122.794,49.272,en,North America,Canada,Coquitlam,2,2,2
-122.794,49.272,tw,North America,Canada,Coquitlam,1,1,1
-122.787,45.4187,tw,North America,United States,Tigard,1,3,1
-122.783,45.0051,en,North America,United States,Silverton,1,1,1
-122.782,49.2846,tw,North America,Canada,Coquitlam,1,2,2
-122.764,53.912,tw,North America,Canada,Prince George,1,5,4
-122.759,45.4465,tw,North America,United States,Metzger,1,1,1
-122.759,45.464,jp,North America,United States,Garden Home-Whitford,1,3,1
-122.759,45.464,tw,North America,United States,Garden Home-Whitford,1,1,1
-122.728,45.584,en,North America,United States,Portland (North Portland),1,1,1
-122.728,45.584,jp,North America,United States,Portland (North Portland),1,1,1
-122.714,38.4404,en,North America,United States,Santa Rosa,1,1,1
-122.714,38.4404,tw,North America,United States,Santa Rosa,1,2,2
-122.711,38.4407,tw,North America,United States,Santa Rosa,1,1,1
-122.701,38.3396,en,North America,United States,Rohnert Park,2,2,2
-122.701,38.3396,jp,North America,United States,Rohnert Park,1,3,2
-122.701,38.3396,tw,North America,United States,Rohnert Park,1,3,1
-122.7,45.2608,en,North America,United States,Canby,1,1,1
-122.686,45.4981,en,North America,United States,Portland (Southwest Portland),1,1,1
-122.681,45.5214,en,North America,United States,Portland,1,1,1
-122.676,45.5234,en,North America,United States,Portland,1,1,1
-122.676,45.5234,jp,North America,United States,Portland,1,1,1
-122.676,45.5234,tw,North America,United States,Portland,1,1,1
-122.675,45.5051,en,North America,United States,Portland,629,2555,2042
-122.675,45.5051,jp,North America,United States,Portland,366,836,657
-122.675,45.5051,tw,North America,United States,Portland,362,3482,3253
-122.671,45.5352,en,North America,United States,Portland (North Portland),1,2,2
-122.67,45.4491,en,North America,United States,Portland (Southwest Portland),2,7,6
-122.67,45.4491,jp,North America,United States,Portland (Southwest Portland),1,2,2
-122.66,49.1042,en,North America,Canada,Langley,2,3,3
-122.66,49.1042,jp,North America,Canada,Langley,1,2,2
-122.659,45.5122,en,North America,United States,Portland,3,47,4
-122.659,45.5122,jp,North America,United States,Portland,1,1,1
-122.659,45.5122,tw,North America,United States,Portland,1,1,1
-122.656,49.1029,en,North America,Canada,Langley,2,2,2
-122.639,45.4462,en,North America,United States,Milwaukie,1,1,1
-122.636,47.5404,en,North America,United States,Port Orchard,1,1,1
-122.63,45.481,en,North America,United States,Portland (Southeast Portland),1,1,1
-122.625,49.1622,jp,North America,Canada,Langley,1,1,1
-122.625,49.1622,tw,North America,Canada,Langley,1,1,1
-122.602,49.2194,en,North America,Canada,Maple Ridge,2,2,2
-122.602,49.2194,tw,North America,Canada,Maple Ridge,1,1,1
-122.591,48.8465,en,North America,United States,Ferndale,4,6,4
-122.591,48.8465,jp,North America,United States,Ferndale,1,1,1
-122.591,48.8465,tw,North America,United States,Ferndale,1,1,1
-122.56,45.5529,jp,North America,United States,Maywood Park,1,1,1
-122.531,37.9735,en,North America,United States,San Rafael,7,15,10
-122.531,37.9735,jp,North America,United States,San Rafael,1,1,1
-122.526,45.6098,tw,North America,United States,Vancouver (Mountain View),1,2,1
-122.489,37.736,en,North America,United States,San Francisco (Lakeshore),2,2,2
-122.489,37.736,jp,North America,United States,San Francisco (Lakeshore),1,1,1
-122.489,37.736,tw,North America,United States,San Francisco (Lakeshore),1,1,1
-122.487,37.6138,en,North America,United States,Pacifica,1,2,2
-122.487,48.7343,en,North America,United States,Bellingham,1,1,1
-122.487,48.7343,jp,North America,United States,Bellingham,1,2,1
-122.483,37.7306,jp,North America,United States,San Francisco (Lakeshore),1,1,1
-122.481,47.2639,en,North America,United States,Tacoma (North End),2,3,3
-122.481,47.2639,jp,North America,United States,Tacoma (North End),1,1,1
-122.476,37.7505,en,North America,United States,San Francisco,8,9,8
-122.476,37.7505,tw,North America,United States,San Francisco,3,5,4
-122.472,37.7823,en,North America,United States,San Francisco (Richmond District),7,7,6
-122.472,37.7823,jp,North America,United States,San Francisco (Richmond District),2,2,2
-122.472,37.7823,tw,North America,United States,San Francisco (Richmond District),10,51,50
-122.471,37.6983,tw,North America,United States,Daly City,1,1,1
-122.47,37.6879,en,North America,United States,Daly City,3,5,3
-122.465,37.781,en,North America,United States,San Francisco,2,3,3
-122.465,37.781,tw,North America,United States,San Francisco,2,2,2
-122.458,38.2919,tw,North America,United States,Sonoma,1,2,2
-122.453,37.6799,en,North America,United States,Colma,1,1,1
-122.444,47.1452,en,North America,United States,Tacoma,1,2,1
-122.433,48.0312,en,North America,United States,Midvale Corner,1,1,1
-122.433,48.0312,tw,North America,United States,Midvale Corner,1,1,1
-122.43,37.7693,en,North America,United States,San Francisco (Duboce Triangle),1,1,1
-122.419,37.7749,en,North America,United States,San Francisco,49,61,55
-122.419,37.7749,jp,North America,United States,San Francisco,15,17,14
-122.419,37.7749,tw,North America,United States,San Francisco,125,249,243
-122.416,37.7408,en,North America,United States,San Francisco (Bernal Heights),1,2,1
-122.416,37.7709,en,North America,United States,San Francisco (South of Market),2,2,2
-122.416,37.7768,en,North America,United States,San Francisco (South of Market),3,3,2
-122.416,37.7768,jp,North America,United States,San Francisco (South of Market),4,11,3
-122.416,37.7768,tw,North America,United States,San Francisco (South of Market),4,11,1
-122.415,37.7599,en,North America,United States,San Francisco (Mission San Rafael),2,3,2
-122.415,37.7599,tw,North America,United States,San Francisco (Mission San Rafael),1,1,1
-122.415,37.7612,en,North America,United States,San Francisco,3,4,4
-122.415,37.7612,tw,North America,United States,San Francisco,3,4,3
-122.411,37.7825,en,North America,United States,San Francisco (Tenderloin),2,9,9
-122.411,37.7825,tw,North America,United States,San Francisco (Tenderloin),1,1,1
-122.408,37.6547,en,North America,United States,South San Francisco,1,5,5
-122.408,37.6547,tw,North America,United States,South San Francisco,1,1,1
-122.402,37.7912,tw,North America,United States,San Francisco (Financial District),2,6,5
-122.398,47.0532,jp,North America,United States,Elk Plain,1,1,1
-122.391,45.5408,en,North America,United States,Troutdale,21,36,29
-122.391,45.5408,jp,North America,United States,Troutdale,5,7,7
-122.39,37.7803,tw,North America,United States,San Francisco (South Beach),1,1,1
-122.39,37.7889,en,North America,United States,San Francisco (South Beach),1,1,1
-122.39,37.7889,tw,North America,United States,San Francisco (South Beach),1,1,1
-122.39,40.5826,jp,North America,United States,Redding (Downtown),1,1,1
-122.387,37.5985,en,North America,United States,Millbrae,1,1,1
-122.384,37.7304,en,North America,United States,San Francisco,2,3,3
-122.384,37.7304,tw,North America,United States,San Francisco,1,1,1
-122.362,47.4695,en,North America,United States,Burien (Seahurst),2,3,1
-122.362,47.6491,en,North America,United States,Seattle (North Queen Anne),7,8,6
-122.352,47.1363,en,North America,United States,Summit View,1,1,1
-122.35,47.6152,en,North America,United States,Seattle,17,28,23
-122.35,47.6152,jp,North America,United States,Seattle,4,6,5
-122.35,47.6152,tw,North America,United States,Seattle,9,17,15
-122.348,37.9358,en,North America,United States,Richmond,1,1,1
-122.348,47.6194,jp,North America,United States,Seattle (South Lake Union),1,1,1
-122.341,47.4668,en,North America,United States,Burien,5,12,10
-122.341,47.4668,jp,North America,United States,Burien,2,3,2
-122.341,47.4668,tw,North America,United States,Burien,3,6,6
-122.341,47.614,en,North America,United States,Seattle (Downtown Seattle),3,7,4
-122.341,47.614,tw,North America,United States,Seattle (Downtown Seattle),3,8,8
-122.34,47.6121,en,North America,United States,Seattle (Downtown Seattle),2,2,2
-122.339,47.6143,en,North America,United States,Seattle (Downtown Seattle),2,3,3
-122.339,47.6143,tw,North America,United States,Seattle (Downtown Seattle),1,1,1
-122.332,47.6062,en,North America,United States,Seattle,60,88,67
-122.332,47.6062,jp,North America,United States,Seattle,26,32,25
-122.332,47.6062,tw,North America,United States,Seattle,32,78,44
-122.33,37.9892,en,North America,United States,Richmond (Hilltop Bayview),1,2,1
-122.327,37.5366,en,North America,United States,San Mateo (Beresford Park),2,4,2
-122.326,37.563,en,North America,United States,San Mateo,3,15,5
-122.326,37.563,jp,North America,United States,San Mateo,4,4,4
-122.326,37.563,tw,North America,United States,San Mateo,3,11,10
-122.325,48.4757,en,North America,United States,Burlington,3,33,26
-122.322,47.6049,tw,North America,United States,Seattle (Yesler Terrace),1,1,1
-122.321,47.6102,en,North America,United States,Seattle (Downtown),1,1,1
-122.315,47.8209,en,North America,United States,Lynnwood,2,2,2
-122.313,47.3223,en,North America,United States,Federal Way,3,5,4
-122.312,47.6618,en,North America,United States,Seattle (Northeast Seattle),1,1,1
-122.304,49.0504,en,North America,Canada,Abbotsford,2,2,2
-122.304,49.0504,jp,North America,Canada,Abbotsford,1,1,1
-122.304,49.0504,tw,North America,Canada,Abbotsford,1,3,2
-122.3,37.5534,en,North America,United States,San Mateo (Central San Mateo),1,1,1
-122.299,38.0044,en,North America,United States,Pinole,19,35,30
-122.299,38.0044,jp,North America,United States,Pinole,5,5,5
-122.299,38.0044,tw,North America,United States,Pinole,3,5,5
-122.295,47.4843,en,North America,United States,Riverton,1,1,1
-122.294,47.4931,en,North America,United States,Tukwila,3,73,44
-122.294,47.4931,jp,North America,United States,Tukwila,1,1,1
-122.294,47.4931,tw,North America,United States,Tukwila,4,395,292
-122.294,47.4932,en,North America,United States,Tukwila (Riverton-Boulevard Park),2,2,2
-122.294,47.4932,tw,North America,United States,Tukwila (Riverton-Boulevard Park),1,1,1
-122.294,47.4941,tw,North America,United States,Seattle,1,1,1
-122.292,47.4485,jp,North America,United States,SeaTac,1,1,1
-122.288,37.5561,en,North America,United States,San Mateo (East San Mateo),2,2,2
-122.288,37.5561,jp,North America,United States,San Mateo (East San Mateo),1,1,1
-122.287,38.2975,en,North America,United States,Napa,3,3,3
-122.286,49.0282,en,North America,Canada,Abbotsford (Highway 11),1,6,1
-122.285,37.8313,en,North America,United States,Emeryville,1,1,1
-122.281,47.7568,en,North America,United States,Lake Forest Park,1,1,1
-122.279,47.6348,tw,North America,United States,Seattle (Madison Park),2,4,1
-122.276,37.5202,en,North America,United States,Belmont,1,1,1
-122.276,37.5202,tw,North America,United States,Belmont,3,5,3
-122.275,46.5584,en,North America,United States,Morton,1,1,1
-122.273,37.8715,en,North America,United States,Berkeley,5,10,8
-122.273,37.8715,jp,North America,United States,Berkeley,2,3,3
-122.273,37.8715,tw,North America,United States,Berkeley,2,5,4
-122.273,37.8716,en,North America,United States,Berkeley,17,19,18
-122.273,37.8716,jp,North America,United States,Berkeley,7,11,7
-122.273,37.8716,tw,North America,United States,Berkeley,3,5,4
-122.273,47.4748,en,North America,United States,Tukwila,18,27,18
-122.273,47.4748,jp,North America,United States,Tukwila,4,5,4
-122.273,47.4748,tw,North America,United States,Tukwila,2,2,2
-122.271,37.8044,en,North America,United States,Oakland,10,14,11
-122.271,37.8044,jp,North America,United States,Oakland,1,1,1
-122.271,37.8044,tw,North America,United States,Oakland,2,2,2
-122.268,37.8058,en,North America,United States,Oakland (Downtown Oakland),27,30,28
-122.268,37.8058,jp,North America,United States,Oakland (Downtown Oakland),7,7,7
-122.268,37.8058,tw,North America,United States,Oakland (Downtown Oakland),107,260,259
-122.268,37.8641,en,North America,United States,Berkeley (Downtown Berkeley),2,2,2
-122.268,37.8641,jp,North America,United States,Berkeley (Downtown Berkeley),1,1,1
-122.267,37.8175,en,North America,United States,Oakland (Pill Hill),6,6,6
-122.267,37.8175,jp,North America,United States,Oakland (Pill Hill),1,1,1
-122.267,37.8175,tw,North America,United States,Oakland (Pill Hill),1,1,1
-122.266,37.8667,en,North America,United States,Berkeley (Downtown Berkeley),1,3,2
-122.262,47.8765,jp,North America,United States,Lake Stickney,1,1,1
-122.261,37.5072,tw,North America,United States,San Carlos,1,4,3
-122.261,37.866,jp,North America,United States,Berkeley (Southside),1,1,1
-122.257,37.8687,en,North America,United States,Berkeley (Southside),1,1,1
-122.253,49.058,en,North America,Canada,Abbotsford,1,1,1
-122.245,47.4117,en,North America,United States,Kent,4,12,3
-122.235,37.3841,en,North America,United States,Portola Valley,1,3,2
-122.232,47.7205,en,North America,United States,Inglewood-Finn Hill,1,1,1
-122.229,37.7796,en,North America,United States,Oakland (Oak Tree),1,1,1
-122.205,47.7601,en,North America,United States,Bothell,1,1,1
-122.205,47.7623,jp,North America,United States,Bothell,1,1,1
-122.202,37.4201,en,North America,United States,Menlo Park,4,4,4
-122.202,47.6101,en,North America,United States,Bellevue,10,20,13
-122.202,47.6101,jp,North America,United States,Bellevue,3,3,3
-122.202,47.6101,tw,North America,United States,Bellevue,3,4,3
-122.202,47.979,en,North America,United States,Everett,16,16,16
-122.202,47.979,tw,North America,United States,Everett,3,5,5
-122.183,47.7776,en,North America,United States,Bothell,2,2,2
-122.183,47.7776,jp,North America,United States,Bothell,1,1,1
-122.183,47.7776,tw,North America,United States,Bothell,1,1,1
-122.18,37.8771,en,North America,United States,Orinda,1,1,1
-122.178,37.4295,en,North America,United States,Stanford,13,15,13
-122.178,37.4295,jp,North America,United States,Stanford,1,1,1
-122.178,37.4295,tw,North America,United States,Stanford,1,1,1
-122.166,37.4455,en,North America,United States,Palo Alto (Downtown North),2,2,2
-122.166,37.4455,tw,North America,United States,Palo Alto (Downtown North),1,1,1
-122.159,37.4459,en,North America,United States,Palo Alto (University South),1,2,1
-122.159,37.4459,tw,North America,United States,Palo Alto (University South),1,1,1
-122.156,47.539,en,North America,United States,Newcastle,1,1,1
-122.148,37.412,tw,North America,United States,Palo Alto,1,3,3
-122.146,47.5727,jp,North America,United States,Eastgate,1,1,1
-122.143,37.4419,en,North America,United States,Palo Alto,3,3,3
-122.143,37.4419,jp,North America,United States,Palo Alto,1,1,1
-122.143,37.4419,tw,North America,United States,Palo Alto,1,2,2
-122.141,37.4688,en,North America,United States,East Palo Alto,1,1,1
-122.137,37.3797,en,North America,United States,Los Altos Hills,1,1,1
-122.122,47.6694,en,North America,United States,Redmond (Downtown),3,5,5
-122.122,47.6694,jp,North America,United States,Redmond (Downtown),1,1,1
-122.122,47.6694,tw,North America,United States,Redmond (Downtown),1,1,1
-122.122,47.674,en,North America,United States,Redmond,2,3,2
-122.122,47.674,jp,North America,United States,Redmond,2,2,1
-122.118,47.669,en,North America,United States,Redmond (Downtown),1,1,1
-122.118,47.669,tw,North America,United States,Redmond (Downtown),1,1,1
-122.114,37.3852,en,North America,United States,Los Altos,1,1,1
-122.114,37.3852,tw,North America,United States,Los Altos,1,2,2
-122.114,37.6946,en,North America,United States,Ashland,1,1,1
-122.11,37.8413,en,North America,United States,Moraga (Bolinger Canyon),1,2,2
-122.103,37.6794,en,North America,United States,Cherryland,2,2,2
