week,continent,country,region_weekly_visits,unique_ips_weekly,language_weekly_visits,weekly_most_common_points,top_10_books_weekly,visit_type1_counts,visit_type2_counts,visit_type3_counts,visit_type4_counts
2022-08-22/2022-08-28,Oceania,All Countries,85,62,en: 50; jp: 24; tw: 11,-37.8136_144.963: 14,120846: 3; 164098: 3; 142831: 3; 648039: 3; 211338: 2; 371690: 2; 351107: 2; 222395: 2; 351322: 2; 130285: 2,15,16,13,41
2022-08-29/2022-09-04,Oceania,All Countries,134,73,en: 96; jp: 27; tw: 11,-33.8688_151.209: 33,589771: 3; 294763: 3; 595799: 2; 615508: 2; 362062: 2; 216745: 2; 338179: 2; 166486: 1; 595912: 1; 150099: 1,12,13,55,54
2022-09-05/2022-09-11,Oceania,All Countries,154,69,en: 106; jp: 31; tw: 17,-37.8825_145.023: 28,546801: 19; 569608: 8; 134244: 5; 145683: 4; 351322: 4; 165020: 3; 281581: 3; 285994: 2; 573432: 2; 374292: 2,24,22,67,41
2022-09-12/2022-09-18,Oceania,All Countries,103,57,en: 54; jp: 26; tw: 23,-35.2809_149.13: 27,146422: 5; 159158: 5; 128136: 5; 157990: 5; 218144: 5; 128636: 5; 356144: 3; 355755: 3; 609119: 2; 574639: 2,10,17,42,34
2022-09-19/2022-09-25,Oceania,All Countries,85,57,en: 51; tw: 20; jp: 14,-37.8136_144.963: 12,341450: 3; 559089: 3; 380425: 2; 357045: 2; 150914: 2; 568546: 2; 248151: 2; 582096: 2; 373208: 2; 358889: 2,9,15,20,41
2022-09-26/2022-10-02,Oceania,All Countries,71,54,en: 39; jp: 19; tw: 13,-31.9556_115.855: 8,645234: 4; 373208: 3; 267351: 3; 545818: 2; 274400: 2; 574639: 2; 274346: 2; 132177: 2; 252131: 2; 160902: 2,6,17,11,37
2022-02-28/2022-03-06,Oceania,Australia,35,24,en: 20; tw: 9; jp: 6,-37.8136_144.963: 6,163652: 7; 343829: 3; 551866: 2; 158966: 2; 318244: 1; 613525: 1; 613599: 1; 148919: 1; 279994: 1; 371571: 1,9,3,8,15
2022-03-07/2022-03-13,Oceania,Australia,113,55,en: 64; jp: 38; tw: 11,-35.2809_149.13: 32,211962: 6; 343829: 4; 578601: 3; 303313: 3; 128598: 3; 587153: 2; 628887: 2; 336195: 2; 279333: 2; 273449: 2,14,11,52,36
2022-03-14/2022-03-20,Oceania,Australia,68,36,en: 43; jp: 18; tw: 7,-35.2809_149.13: 12,290399: 3; 140337: 3; 202680: 3; 150813: 3; 320874: 2; 274794: 2; 588532: 2; 288899: 2; 374485: 2; 158543: 2,12,9,29,18
2022-03-21/2022-03-27,Oceania,Australia,126,49,en: 86; tw: 22; jp: 18,-35.2809_149.13: 30,344534: 6; 336195: 5; 159827: 4; 279755: 4; 618661: 4; 365790: 3; 360164: 3; 360147: 3; 215311: 3; 140046: 3,18,16,66,26
2022-03-28/2022-04-03,Oceania,Australia,61,41,en: 38; jp: 12; tw: 11,-35.2809_149.13: 15,620516: 3; 518407: 2; 299350: 2; 329041: 2; 145576: 2; 606116: 2; 271290: 2; 627787: 2; 289376: 2; 297137: 2,11,10,14,26
2022-04-04/2022-04-10,Oceania,Australia,60,39,en: 39; jp: 17; tw: 4,-33.8688_151.209: 15,334267: 4; 373040: 3; 358847: 2; 543526: 2; 300464: 2; 333946: 2; 546950: 2; 546794: 1; 273372: 1; 546556: 1,8,5,17,30
2022-04-11/2022-04-17,Oceania,Australia,62,36,en: 45; jp: 9; tw: 8,-33.8679_151.207: 13,397411: 3; 540023: 3; 355692: 2; 547089: 2; 609009: 2; 351335: 2; 621619: 2; 166266: 2; 202680: 2; 142421: 1,12,9,20,21
2022-04-18/2022-04-24,Oceania,Australia,135,53,en: 87; jp: 39; tw: 9,-37.7687_144.752: 35,336195: 4; 570709: 4; 333547: 3; 202680: 3; 577707: 2; 215319: 2; 160622: 2; 287846: 2; 368924: 2; 320157: 2,5,7,80,43
2022-04-25/2022-05-01,Oceania,Australia,65,35,en: 44; tw: 13; jp: 8,-33.8688_151.209: 13,142421: 7; 121100: 3; 581814: 3; 600275: 2; 541973: 2; 606280: 2; 580547: 2; 337115: 2; 142747: 2; 356469: 1,9,8,24,24
2022-05-02/2022-05-08,Oceania,Australia,64,47,en: 34; jp: 20; tw: 10,-33.8688_151.209: 8,153279: 3; 343829: 2; 166266: 2; 541590: 2; 163506: 2; 372974: 2; 265433: 2; 173726: 1; 525985: 1; 572995: 1,14,11,9,30
2022-05-09/2022-05-15,Oceania,Australia,63,40,en: 34; tw: 19; jp: 10,-35.2809_149.13: 10,353829: 3; 570261: 3; 586298: 2; 162836: 2; 627741: 2; 354625: 2; 597401: 2; 608961: 1; 309526: 1; 358026: 1,12,9,19,23
2022-05-16/2022-05-22,Oceania,Australia,69,38,en: 45; jp: 21; tw: 3,-35.2809_149.13: 16,202680: 4; 343829: 4; 273886: 3; 568443: 2; 544494: 2; 158500: 2; 543526: 2; 321319: 2; 149452: 2; 300464: 2,14,16,19,20
2022-05-23/2022-05-29,Oceania,Australia,71,55,en: 48; tw: 12; jp: 11,-33.8688_151.209: 11,300464: 4; 257149: 4; 276407: 2; 609093: 2; 358632: 2; 635904: 2; 541368: 2; 278858: 2; 374292: 2; 397416: 2,14,16,5,36
2022-05-30/2022-06-05,Oceania,Australia,74,51,en: 51; jp: 14; tw: 9,-35.2809_149.13: 12,133704: 4; 343977: 4; 295765: 3; 631067: 2; 322430: 2; 309142: 2; 251995: 2; 396629: 2; 331995: 2; 628314: 2,13,11,15,35
2022-06-06/2022-06-12,Oceania,Australia,94,52,en: 64; tw: 16; jp: 14,-33.8688_151.209: 27,337129: 5; 360164: 4; 159077: 3; 546801: 3; 606367: 2; 342678: 2; 609084: 2; 360652: 2; 575733: 2; 571221: 2,19,18,27,30
2022-06-13/2022-06-19,Oceania,Australia,65,44,en: 41; jp: 17; tw: 7,-33.8688_151.209: 13,163130: 3; 376755: 2; 376423: 2; 300464: 2; 373029: 2; 294079: 2; 158543: 2; 372844: 2; 390533: 2; 625835: 2,13,12,17,23
2022-06-20/2022-06-26,Oceania,Australia,77,45,en: 48; tw: 15; jp: 14,-27.4856_153.029: 18,311148: 3; 267359: 3; 580609: 3; 546639: 3; 546950: 2; 127737: 2; 286975: 2; 574653: 2; 595064: 1; 372974: 1,11,11,28,27
2022-06-27/2022-07-03,Oceania,Australia,71,42,en: 42; tw: 20; jp: 9,-33.8688_151.209: 21,643547: 9; 367277: 3; 370576: 3; 350734: 2; 376755: 2; 280992: 2; 263296: 2; 152457: 2; 345061: 2; 545413: 2,14,18,18,21
2022-07-04/2022-07-10,Oceania,Australia,48,38,en: 25; tw: 14; jp: 9,-33.8688_151.209: 10,539875: 3; 552669: 2; 354888: 2; 267641: 2; 595198: 2; 336387: 2; 373054: 2; 274452: 1; 140115: 1; 403949: 1,10,9,7,22
2022-07-11/2022-07-17,Oceania,Australia,46,34,en: 25; tw: 13; jp: 8,-33.8688_151.209: 13,347189: 2; 356639: 2; 211838: 2; 387118: 2; 265992: 2; 356948: 1; 156973: 1; 396986: 1; 340550: 1; 267561: 1,8,5,10,23
2022-07-18/2022-07-24,Oceania,Australia,97,47,tw: 48; en: 39; jp: 10,-27.4679_153.028: 18,571289: 5; 134266: 4; 421480: 3; 250267: 3; 263504: 2; 395468: 2; 158152: 2; 252128: 2; 134265: 2; 372878: 2,18,22,37,20
2022-07-25/2022-07-31,Oceania,Australia,44,30,en: 30; tw: 9; jp: 5,-33.8688_151.209: 14,598879: 3; 268416: 2; 267412: 2; 147270: 2; 567741: 2; 370057: 1; 371171: 1; 551274: 1; 376986: 1; 279003: 1,6,8,11,19
2022-08-01/2022-08-07,Oceania,Australia,33,27,en: 21; jp: 10; tw: 2,-33.8688_151.209: 6,120846: 2; 343347: 2; 642349: 2; 357059: 2; 171230: 2; 437242: 1; 584922: 1; 343350: 1; 373040: 1; 153272: 1,4,3,4,22
2022-08-08/2022-08-14,Oceania,Australia,89,52,en: 52; jp: 24; tw: 13,-33.8688_151.209: 17,362887: 6; 310460: 3; 569071: 3; 171970: 3; 373208: 3; 342891: 3; 160804: 2; 626115: 2; 356639: 2; 160622: 2,13,12,28,36
2022-08-15/2022-08-21,Oceania,Australia,80,56,en: 59; jp: 19; tw: 2,-37.8136_144.963: 18,346666: 3; 372979: 3; 252131: 2; 376203: 2; 373208: 2; 126387: 2; 362914: 2; 372984: 2; 277118: 2; 561557: 2,16,17,10,37
2022-08-22/2022-08-28,Oceania,Australia,75,54,en: 45; jp: 21; tw: 9,-37.8136_144.963: 14,142831: 3; 120846: 3; 164098: 3; 130285: 2; 211338: 2; 222395: 2; 214812: 2; 351107: 2; 351322: 2; 371690: 2,14,15,11,35
2022-08-29/2022-09-04,Oceania,Australia,128,68,en: 93; jp: 26; tw: 9,-33.8688_151.209: 33,589771: 3; 294763: 3; 216745: 2; 615508: 2; 362062: 2; 338179: 2; 365790: 1; 390490: 1; 595912: 1; 166486: 1,11,12,55,50
2022-09-05/2022-09-11,Oceania,Australia,140,58,en: 98; jp: 27; tw: 15,-37.8825_145.023: 28,546801: 19; 569608: 8; 134244: 5; 145683: 4; 281581: 3; 351322: 3; 216745: 2; 374292: 2; 157990: 2; 128636: 2,21,20,66,33
2022-09-12/2022-09-18,Oceania,Australia,90,48,en: 46; jp: 26; tw: 18,-35.2809_149.13: 27,146422: 5; 159158: 5; 128136: 5; 157990: 5; 218144: 5; 128636: 5; 356144: 3; 371975: 2; 576433: 2; 574639: 2,9,13,39,29
2022-09-19/2022-09-25,Oceania,Australia,76,51,en: 46; tw: 18; jp: 12,-37.8136_144.963: 12,341450: 3; 559089: 3; 380425: 2; 248151: 2; 582096: 2; 150914: 2; 357045: 2; 373208: 2; 248145: 2; 358889: 2,7,13,19,37
2022-09-26/2022-10-02,Oceania,Australia,58,46,en: 37; jp: 16; tw: 5,-31.9556_115.855: 8,645234: 4; 373208: 3; 595172: 2; 274346: 2; 545818: 2; 160902: 2; 574639: 2; 252131: 2; 569524: 1; 539751: 1,4,14,8,32
2022-02-28/2022-03-06,Oceania,Fiji,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Oceania,Fiji,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Oceania,Fiji,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Oceania,Fiji,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Oceania,Fiji,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Oceania,Fiji,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Oceania,Fiji,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Oceania,Fiji,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Oceania,Fiji,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Oceania,Fiji,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Oceania,Fiji,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Oceania,Fiji,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Oceania,Fiji,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Oceania,Fiji,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Oceania,Fiji,1,1,tw: 1,-18.1405_178.423: 1,144574: 1,0,0,0,1
2022-06-13/2022-06-19,Oceania,Fiji,0,0,,,,0,0,0,0
2022-06-20/2022-06-26,Oceania,Fiji,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Oceania,Fiji,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Oceania,Fiji,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Oceania,Fiji,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Oceania,Fiji,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Oceania,Fiji,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Oceania,Fiji,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Oceania,Fiji,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Oceania,Fiji,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Oceania,Fiji,1,1,jp: 1,-17.6169_177.45: 1,294913: 1,0,0,0,1
2022-08-29/2022-09-04,Oceania,Fiji,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Oceania,Fiji,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Oceania,Fiji,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Oceania,Fiji,0,0,,,,0,0,0,0
2022-09-26/2022-10-02,Oceania,Fiji,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Oceania,French Polynesia,1,1,jp: 1,-17.772100000000002_-149.413: 1,546950: 1,0,0,0,1
2022-04-25/2022-05-01,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Oceania,French Polynesia,1,1,jp: 1,-17.5303_-149.569: 1,135773: 1,0,0,0,1
2022-05-16/2022-05-22,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-06-13/2022-06-19,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-06-20/2022-06-26,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-09-26/2022-10-02,Oceania,French Polynesia,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Oceania,Guam,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Oceania,Guam,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Oceania,Guam,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Oceania,Guam,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Oceania,Guam,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Oceania,Guam,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Oceania,Guam,0,0,,,,0,0,0,0
2022-04-18/2022-04-24,Oceania,Guam,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Oceania,Guam,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Oceania,Guam,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Oceania,Guam,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Oceania,Guam,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Oceania,Guam,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Oceania,Guam,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Oceania,Guam,0,0,,,,0,0,0,0
2022-06-13/2022-06-19,Oceania,Guam,0,0,,,,0,0,0,0
2022-06-20/2022-06-26,Oceania,Guam,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Oceania,Guam,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Oceania,Guam,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Oceania,Guam,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Oceania,Guam,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Oceania,Guam,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Oceania,Guam,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Oceania,Guam,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Oceania,Guam,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Oceania,Guam,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Oceania,Guam,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Oceania,Guam,3,2,tw: 2; jp: 1,13.5034_144.805: 2,573432: 2; 286843: 1,1,1,0,1
2022-09-12/2022-09-18,Oceania,Guam,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Oceania,Guam,0,0,,,,0,0,0,0
2022-09-26/2022-10-02,Oceania,Guam,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-03-07/2022-03-13,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-03-14/2022-03-20,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-03-21/2022-03-27,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-03-28/2022-04-03,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-04-04/2022-04-10,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-04-11/2022-04-17,Oceania,Marshall Islands,1,1,en: 1,7.11642_171.186: 1,354648: 1,0,0,0,1
2022-04-18/2022-04-24,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-04-25/2022-05-01,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-05-02/2022-05-08,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-05-09/2022-05-15,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-05-16/2022-05-22,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-05-23/2022-05-29,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-05-30/2022-06-05,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-06-06/2022-06-12,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-06-13/2022-06-19,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-06-20/2022-06-26,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-06-27/2022-07-03,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-07-04/2022-07-10,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-07-11/2022-07-17,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-07-18/2022-07-24,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-07-25/2022-07-31,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-08-01/2022-08-07,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-08-08/2022-08-14,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-08-15/2022-08-21,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-08-22/2022-08-28,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-08-29/2022-09-04,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-09-05/2022-09-11,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-09-12/2022-09-18,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-09-19/2022-09-25,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-09-26/2022-10-02,Oceania,Marshall Islands,0,0,,,,0,0,0,0
2022-02-28/2022-03-06,Oceania,New Zealand,10,7,en: 9; jp: 1,-36.8485_174.763: 3,539535: 2; 140955: 1; 551637: 1; 310673: 1; 286999: 1; 279315: 1; 280943: 1; 165876: 1; 359532: 1,3,1,2,4
2022-03-07/2022-03-13,Oceania,New Zealand,9,7,en: 7; tw: 2,-36.7484_174.7: 2,354127: 2; 539535: 2; 564760: 1; 383548: 1; 270357: 1; 310673: 1; 351203: 1,1,3,1,4
2022-03-14/2022-03-20,Oceania,New Zealand,6,5,en: 3; tw: 3,-36.8597_174.754: 2,336195: 1; 226380: 1; 573768: 1; 124633: 1; 138207: 1; 278042: 1,2,1,0,3
2022-03-21/2022-03-27,Oceania,New Zealand,7,6,en: 4; tw: 3,-36.8542_174.764: 4,569071: 2; 573307: 1; 211838: 1; 149695: 1; 370939: 1; 609086: 1,1,1,0,5
2022-03-28/2022-04-03,Oceania,New Zealand,19,11,en: 13; tw: 3; jp: 3,-36.7917_174.776: 4,356639: 3; 334923: 2; 396970: 2; 588386: 2; 355755: 1; 278581: 1; 279384: 1; 500031: 1; 256463: 1; 256523: 1,6,3,5,5
2022-04-04/2022-04-10,Oceania,New Zealand,5,3,tw: 2; jp: 2; en: 1,-41.2866_174.776: 3,353829: 1; 340653: 1; 576313: 1; 595066: 1; 575736: 1,1,1,1,2
2022-04-11/2022-04-17,Oceania,New Zealand,2,2,en: 2,-45.8742_170.504: 1,543418: 1; 274078: 1,1,0,0,1
2022-04-18/2022-04-24,Oceania,New Zealand,9,9,en: 6; tw: 3,-36.8495_174.757: 2,620024: 1; 152462: 1; 263605: 1; 256336: 1; 127478: 1; 431473: 1; 541099: 1; 373380: 1; 335804: 1,1,1,1,6
2022-04-25/2022-05-01,Oceania,New Zealand,175,8,tw: 170; en: 5,-40.3561_175.617: 158,481398: 6; 124612: 2; 149058: 1; 576306: 1; 149268: 1; 202297: 1; 202358: 1; 372826: 1; 576766: 1; 143821: 1,1,2,167,5
2022-05-02/2022-05-08,Oceania,New Zealand,6,6,en: 5; jp: 1,-36.8509_174.777: 1,336195: 1; 344359: 1; 140008: 1; 128313: 1; 158390: 1; 351203: 1,0,0,0,6
2022-05-09/2022-05-15,Oceania,New Zealand,8,6,en: 4; jp: 3; tw: 1,-36.8485_174.763: 4,136093: 2; 346568: 2; 278329: 1; 362413: 1; 142830: 1; 547160: 1,2,1,2,3
2022-05-16/2022-05-22,Oceania,New Zealand,7,5,en: 3; jp: 3; tw: 1,-36.8568_174.765: 3,158255: 1; 356491: 1; 546794: 1; 262384: 1; 360164: 1; 360147: 1; 546950: 1,1,1,1,4
2022-05-23/2022-05-29,Oceania,New Zealand,20,8,en: 13; jp: 4; tw: 3,-36.7847_174.754: 9,612225: 3; 547061: 2; 342891: 2; 356639: 1; 354467: 1; 156550: 1; 387072: 1; 542586: 1; 339887: 1; 575990: 1,2,3,10,5
2022-05-30/2022-06-05,Oceania,New Zealand,22,13,en: 14; jp: 5; tw: 3,-36.8485_174.763: 8,597868: 5; 299986: 2; 587212: 2; 348507: 1; 576046: 1; 287995: 1; 595907: 1; 373384: 1; 392105: 1; 359843: 1,3,3,8,8
2022-06-06/2022-06-12,Oceania,New Zealand,13,10,en: 7; jp: 5; tw: 1,-36.8495_174.757: 3,142831: 3; 162255: 2; 334844: 1; 286843: 1; 571221: 1; 140008: 1; 357079: 1; 606280: 1; 575586: 1; 269488: 1,2,2,1,8
2022-06-13/2022-06-19,Oceania,New Zealand,12,11,en: 10; tw: 1; jp: 1,-36.8495_174.757: 2,289370: 2; 127478: 2; 150928: 1; 134204: 1; 342891: 1; 567877: 1; 209092: 1; 356639: 1; 565566: 1; 571221: 1,1,1,0,10
2022-06-20/2022-06-26,Oceania,New Zealand,9,8,en: 7; tw: 2,-39.0572_174.079: 2,266222: 1; 124668: 1; 565149: 1; 453976: 1; 134204: 1; 576433: 1; 127238: 1; 340362: 1; 270336: 1,1,2,0,6
2022-06-27/2022-07-03,Oceania,New Zealand,3,3,en: 3,-43.5405_172.6: 1,160876: 2; 272464: 1,0,0,0,3
2022-07-04/2022-07-10,Oceania,New Zealand,4,4,tw: 2; en: 2,-36.7851_174.753: 2,262686: 1; 295945: 1; 182978: 1; 571669: 1,1,0,0,3
2022-07-11/2022-07-17,Oceania,New Zealand,9,6,jp: 4; en: 3; tw: 2,-36.8542_174.764: 3,393126: 2; 620398: 2; 144428: 1; 338096: 1; 367215: 1; 212005: 1; 127478: 1,2,2,1,4
2022-07-18/2022-07-24,Oceania,New Zealand,17,11,jp: 9; en: 6; tw: 2,-36.8691_174.776: 6,393135: 5; 173764: 2; 356639: 1; 256247: 1; 303609: 1; 621089: 1; 546950: 1; 393126: 1; 127340: 1; 386932: 1,2,2,4,9
2022-07-25/2022-07-31,Oceania,New Zealand,15,12,en: 9; jp: 4; tw: 2,-36.8542_174.764: 4,562943: 2; 588047: 2; 595061: 2; 173198: 1; 346666: 1; 342853: 1; 248387: 1; 298819: 1; 636175: 1; 134266: 1,3,3,0,9
2022-08-01/2022-08-07,Oceania,New Zealand,7,5,en: 5; tw: 2,-36.8542_174.764: 2,641779: 2; 136026: 2; 572351: 1; 336089: 1; 146436: 1,2,2,0,3
2022-08-08/2022-08-14,Oceania,New Zealand,6,3,en: 3; tw: 3,-36.8542_174.764: 3,180072: 1; 269505: 1; 573824: 1; 573847: 1; 219011: 1; 374748: 1,1,1,3,1
2022-08-15/2022-08-21,Oceania,New Zealand,114,10,tw: 106; en: 5; jp: 3,-36.7851_174.753: 101,581465: 3; 354271: 2; 128577: 2; 205060: 1; 202759: 1; 202817: 1; 202749: 1; 202865: 1; 202889: 1; 202924: 1,1,2,103,8
2022-08-22/2022-08-28,Oceania,New Zealand,9,7,en: 5; tw: 2; jp: 2,-36.9333_174.8: 3,648039: 3; 355755: 1; 376434: 1; 157136: 1; 141481: 1; 136815: 1; 546715: 1,1,1,2,5
2022-08-29/2022-09-04,Oceania,New Zealand,6,5,en: 3; tw: 2; jp: 1,-36.8542_174.764: 3,595799: 2; 210389: 1; 570135: 1; 325954: 1; 324193: 1,1,1,0,4
2022-09-05/2022-09-11,Oceania,New Zealand,11,9,en: 8; jp: 3,-36.8542_174.764: 3,165020: 3; 282118: 2; 274854: 1; 361782: 1; 596794: 1; 222563: 1; 341390: 1; 351322: 1,2,1,1,7
2022-09-12/2022-09-18,Oceania,New Zealand,13,9,en: 8; tw: 5,-36.8495_174.757: 3,355755: 3; 340362: 2; 471305: 2; 541592: 1; 281732: 1; 390634: 1; 223757: 1; 524030: 1; 169571: 1,1,4,3,5
2022-09-19/2022-09-25,Oceania,New Zealand,9,6,en: 5; tw: 2; jp: 2,-36.8542_174.764: 8,568546: 2; 647546: 1; 649481: 1; 544146: 1; 375952: 1; 157884: 1; 267946: 1; 349571: 1,2,2,1,4
2022-09-26/2022-10-02,Oceania,New Zealand,13,8,tw: 8; jp: 3; en: 2,-36.8698_174.776: 4,267351: 3; 274400: 2; 132177: 2; 362914: 1; 267308: 1; 573847: 1; 354864: 1; 288425: 1; 288120: 1,2,3,3,5
2022-02-28/2022-03-06,South America,All Countries,26,20,en: 22; jp: 3; tw: 1,-15.7797_-47.9297: 3,547629: 3; 575774: 2; 150098: 2; 337600: 1; 286051: 1; 125318: 1; 129126: 1; 370931: 1; 342740: 1; 186468: 1,5,4,2,15
2022-03-07/2022-03-13,South America,All Countries,18,15,en: 16; tw: 1; jp: 1,-34.5751_-58.4359: 3,575774: 4; 148919: 3; 575773: 1; 280526: 1; 415063: 1; 272544: 1; 377335: 1; 166266: 1; 360052: 1; 337581: 1,3,4,0,11
